Pattern source data files:,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20.DESI-329-v15.DESI-595-v4.GFArevB.wedge 36deg.edgeincl 6mm.ctrclr 50mm.offset 1/pos_on_z1.txt,,,,,,,,,,,,,,,,,,,,,,,,,
2015-04-20.DESI-329-v15.DESI-595-v4.GFArevB.wedge 36deg.edgeincl 6mm.ctrclr 50mm.offset 1/pos_on_z4.txt,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,
Device Types:,,# per petal,,,,,,,,,,,,,,,,,,,,,,,
,POS,500,Fiber Positioner,,,,,,,,,,,,,,,,,,,,,,
,209,POS,278.079780,23.248036,-8.565241,4.778931,2.968308,-4.778931,273.616072,22.874861,-94.949187,262.970259,21.984849,-300.972401,,279.0499,274.5706,263.8876,2.968308,-11132.823241,0.05178886451688,2.96861,-0.000303,,
,210,POS,272.860653,32.273705,-8.299135,6.745552,2.902525,-6.745552,268.510878,31.759217,-94.688167,258.136789,30.53218,-300.72351,,274.7627,270.3826,259.9362,2.902525,-11132.557135,0.05064122108558,2.90277,-0.000245,,
,211,POS,267.649767,41.298301,-8.057807,8.771551,2.843090,-8.771551,263.409468,40.644024,-94.451335,253.296477,39.083592,-300.497404,,270.8172,266.5267,256.2940,2.843090,-11132.315807,0.04960423985054,2.84328,-0.000190,,
,212,POS,262.411205,50.331000,-7.839225,10.857585,2.789416,-10.857585,258.277017,49.538054,-94.236735,248.417098,47.646902,-300.292299,,267.1944,262.9849,252.9452,2.789416,-11132.097225,0.04866770815497,2.78956,-0.000140,,
,213,POS,257.182799,59.378796,-7.645829,13.000734,2.742035,-13.000734,253.150773,58.447875,-94.046791,243.534508,56.227656,-300.110587,,263.9485,259.8104,249.9412,2.742035,-11131.903829,0.04784091808746,2.74213,-0.000094,,
,214,POS,251.957037,68.411117,-7.476803,15.190662,2.700693,-15.190662,248.023694,67.343140,-93.880728,238.642784,64.796045,-299.951591,,261.0794,257.0036,247.2830,2.700693,-11131.734803,0.04711951390828,2.70075,-0.000056,,
,215,POS,246.753235,77.459791,-7.333682,17.427908,2.665729,-17.427908,242.914888,76.254873,-93.740078,233.760543,73.381177,-299.816835,,258.6256,254.6025,245.0077,2.665729,-11131.591682,0.04650935919018,2.66575,-0.000023,,
,216,POS,241.554656,86.509371,-7.215298,19.704264,2.636831,-19.704264,237.808227,85.167640,-93.623712,228.8731,81.967651,-299.705282,,256.5785,252.5990,243.1082,2.636831,-11131.473298,0.04600504400969,2.63683,0.000005,,
,217,POS,236.346852,95.544478,-7.120554,22.011284,2.613715,-22.011284,232.689790,94.066091,-93.530566,223.967801,90.540181,-299.615949,,254.9286,250.9840,241.5763,2.613715,-11131.378554,0.04560164302877,2.61369,0.000027,,
,218,POS,231.149812,104.586756,-7.050948,24.344996,2.596738,-24.344996,227.579309,102.971236,-93.462125,219.063763,99.118265,-299.550286,,253.7097,249.7907,240.4441,2.596738,-11131.308948,0.04530535120694,2.59669,0.000044,,
,219,POS,225.958811,113.631634,-7.006136,26.697205,2.585810,-26.697205,222.472345,111.878337,-93.418059,214.157226,107.696776,-299.507999,,252.9220,249.0195,239.7121,2.585810,-11131.264136,0.04511464925667,2.58576,0.000053,,
,220,POS,220.765092,122.670975,-6.985460,29.059304,2.580768,-29.059304,217.360497,120.779168,-93.397726,209.240637,116.267263,-299.488484,,252.5577,248.6628,239.3736,2.580768,-11131.243460,0.04502665621427,2.58071,0.000058,,
,221,POS,215.574184,131.715951,-6.989494,31.424954,2.581752,-31.424954,212.249313,129.684452,-93.401693,204.319589,124.839387,-299.492292,,252.6288,248.7324,239.4397,2.581752,-11131.247494,0.04504381962950,2.58169,0.000058,,
,222,POS,210.382581,140.750850,-7.017600,33.783445,2.588606,-33.783445,207.135535,138.578500,-93.429333,199.391422,133.397508,-299.518819,,253.1237,249.2170,239.8996,2.588606,-11131.275600,0.04516342328503,2.58855,0.000052,,
,223,POS,298.953468,5.204294,-9.857001,0.997326,3.292316,-0.997326,293.986514,5.117828,-96.214235,282.140472,4.911608,-302.173742,,298.9988,294.0311,282.1832,3.292316,-11134.115001,0.05744016667141,3.29289,-0.000576,,
,224,POS,293.728561,14.218382,-9.529742,2.771327,3.209402,-2.771327,288.891493,13.984236,-95.894074,277.355227,13.425805,-301.870512,,294.0725,289.2298,277.6800,3.209401,-11133.787742,0.05599414804816,3.20991,-0.000505,,
,225,POS,288.505535,23.257544,-9.227068,4.608867,3.133246,-4.608867,283.792889,22.877639,-95.597761,272.553364,21.971578,-301.589368,,289.4415,284.7135,273.4375,3.133246,-11133.485068,0.05466592235416,3.13369,-0.000443,,
,226,POS,283.281475,32.275235,-8.948564,6.499878,3.063588,-6.499878,278.688265,31.751914,-95.324941,267.733593,30.503811,-301.330105,,285.1142,280.4912,269.4657,3.063588,-11133.206564,0.05345093686558,3.06397,-0.000385,,
,227,POS,278.067188,41.301079,-8.695034,8.448328,3.000497,-8.448328,273.588510,40.635865,-95.076449,262.906993,39.049348,-301.093629,,281.1177,276.5899,265.7912,3.000497,-11132.953034,0.05235040245591,3.00083,-0.000332,,
,228,POS,272.827144,50.336734,-8.464336,10.453541,2.943331,-10.453541,268.459242,49.530854,-94.850226,258.041923,47.608854,-300.878077,,277.4319,272.9902,262.3971,2.943331,-11132.722336,0.05135313841607,2.94361,-0.000282,,
,229,POS,267.600450,59.355858,-8.258622,12.506177,2.892533,-12.506177,263.338989,58.410633,-94.648416,253.175529,56.156298,-300.685578,,274.1042,269.7392,259.3287,2.892533,-11132.516622,0.05046688997494,2.89277,-0.000236,,
,230,POS,262.380923,68.406696,-8.078133,14.612593,2.848088,-14.612593,258.221932,67.322383,-94.471287,248.302856,64.73633,-300.516462,,271.1517,266.8536,256.6030,2.848089,-11132.336133,0.04969145828075,2.84828,-0.000196,,
,231,POS,257.168712,77.430867,-7.922044,16.756510,2.809737,-16.756510,253.108570,76.208400,-94.318056,243.425247,73.29285,-300.370046,,268.5727,264.3325,254.2198,2.809737,-11132.180044,0.04902228145741,2.80990,-0.000159,,
,232,POS,251.967640,86.476933,-7.791341,18.942554,2.777676,-18.942554,248.002809,85.116177,-94.189712,238.546801,81.870814,-300.247329,,266.3944,262.2025,252.2051,2.777676,-11132.049341,0.04846286744252,2.77781,-0.000130,,
,233,POS,246.762098,95.530283,-7.684954,21.163172,2.751613,-21.163172,242.889621,94.031111,-94.085222,233.653877,90.45563,-300.147366,,264.6083,260.4558,250.5521,2.751613,-11131.942954,0.04800805655190,2.75172,-0.000104,,
,234,POS,241.563171,104.560869,-7.602848,23.405424,2.731516,-23.405424,237.780126,102.923374,-94.004568,228.757671,99.017995,-300.070172,,263.2218,259.0996,249.2682,2.731517,-11131.860848,0.04765737228263,2.73160,-0.000085,,
,235,POS,236.373441,113.597456,-7.545742,25.668226,2.717548,-25.668226,232.676985,111.820996,-93.948464,223.861045,107.58419,-300.016459,,262.2533,258.1521,248.3709,2.717547,-11131.803742,0.04741362695916,2.71762,-0.000072,,
,236,POS,231.179947,122.643407,-7.513065,27.946423,2.709557,-27.946423,227.567674,120.727058,-93.916358,218.952508,116.156621,-299.985715,,261.6975,257.6084,247.8559,2.709557,-11131.771065,0.04727419458580,2.70962,-0.000065,,
,237,POS,225.989315,131.685151,-7.504825,30.229578,2.707543,-30.229578,222.458878,129.627946,-93.908262,214.038888,124.721574,-299.977962,,261.5572,257.4711,247.7259,2.707543,-11131.762825,0.04723904912253,2.70761,-0.000063,,
,238,POS,220.798536,140.727742,-7.521000,32.511731,2.711497,-32.511731,217.347789,138.528381,-93.924155,209.117858,133.282967,-299.993182,,261.8326,257.7405,247.9811,2.711497,-11131.779000,0.04730805692315,2.71156,-0.000067,,
,239,FIF,215.603297,149.762750,-7.561100,34.784686,2.721304,-34.784686,212.230347,147.419826,-93.963553,204.185958,141.832018,-300.030907,,262.5141,258.4073,248.6126,2.721304,-11131.819100,0.04747916556900,2.72138,-0.000075,,
,240,POS,309.394888,5.204578,-10.568833,0.963727,3.474915,-0.963727,304.152731,5.116396,-96.909797,291.650338,4.906083,-302.8305,,309.4387,304.1958,291.6916,3.474916,-11134.826833,0.06062441444568,3.47565,-0.000739,,
,241,POS,304.165392,14.217045,-10.228797,2.676124,3.387288,-2.676124,299.060121,13.978419,-96.577678,286.884199,13.409302,-302.517264,,304.4975,299.3866,287.1974,3.387288,-11134.486797,0.05909637262748,3.38795,-0.000659,,
,242,POS,298.933687,23.243163,-9.913162,4.446006,3.306608,-4.446006,293.959453,22.856398,-96.269154,282.096049,21.933976,-302.2257,,299.8359,294.8467,282.9475,3.306608,-11134.171162,0.05768938018368,3.30719,-0.000586,,
,243,POS,293.710750,32.275395,-9.622605,6.270979,3.232867,-6.270979,288.861836,31.742555,-95.984947,277.297319,30.471749,-301.956637,,295.4788,290.6007,278.9665,3.232867,-11133.880605,0.05640339647570,3.23339,-0.000526,,
,244,POS,288.488660,41.300648,-9.356448,8.147226,3.165739,-8.147226,283.759957,40.623677,-95.724446,272.482136,39.00912,-301.709625,,291.4300,286.6531,275.2603,3.165739,-11133.614448,0.05523263757394,3.16621,-0.000469,,
,245,POS,283.262855,50.323803,-9.114380,10.073924,3.105015,-10.073924,278.649713,49.504243,-95.487393,267.647503,47.549616,-301.48453,,287.6983,283.0130,271.8385,3.105015,-11133.372380,0.05417350127998,3.10543,-0.000418,,
,246,POS,278.029621,59.359249,-8.896349,12.051694,3.050570,-12.051694,273.527779,58.398107,-95.273774,262.791016,56.105811,-301.281437,,284.2956,279.6923,268.7136,3.050570,-11133.154349,0.05322385437116,3.05094,-0.000374,,
,247,POS,272.801211,68.375285,-8.702714,14.070827,3.002404,-14.070827,268.406465,67.273779,-95.083978,257.925123,64.646721,-301.100798,,281.2395,276.7089,265.9033,3.002404,-11132.960714,0.05238364458335,3.00274,-0.000332,,
,248,POS,267.589952,77.423349,-8.534976,16.137048,2.960812,-16.137048,263.298014,76.181538,-94.919507,253.061866,73.219854,-300.944116,,278.5655,274.0976,263.4416,2.960812,-11132.792976,0.05165808135900,2.96111,-0.000296,,
,249,POS,262.380822,86.446658,-8.391294,18.235511,2.925276,-18.235511,258.188121,85.065288,-94.778579,248.18865,81.77076,-300.809758,,276.2548,271.8404,261.3122,2.925276,-11132.649294,0.05103813793399,2.92554,-0.000265,,
,250,POS,257.175223,95.496859,-8.272705,20.371469,2.896006,-20.371469,253.078292,93.975546,-94.662234,243.307231,90.347259,-300.698765,,274.3333,269.9630,259.5400,2.896006,-11132.530705,0.05052748396015,2.89624,-0.000239,,
,251,POS,251.987934,104.541895,-8.179454,22.532030,2.873025,-22.532030,247.983275,102.880488,-94.570730,238.432279,98.918079,-300.611424,,272.8130,268.4774,258.1371,2.873025,-11132.437454,0.05012653218242,2.87324,-0.000218,,
,252,POS,246.787326,113.571952,-8.109454,24.711969,2.855793,-24.711969,242.872364,111.770280,-94.502029,233.535293,107.473344,-300.545824,,271.6663,267.3567,257.0783,2.855793,-11132.367454,0.04982588630090,2.85600,-0.000203,,
,253,POS,241.594950,122.609516,-8.064452,26.907808,2.844724,-26.907808,237.766779,120.666717,-94.457858,228.6367,116.033199,-300.503635,,270.9266,266.6336,256.3951,2.844724,-11132.322452,0.04963275105387,2.84492,-0.000192,,
,254,POS,236.404576,131.653657,-8.044111,29.113424,2.839723,-29.113424,232.660599,129.568637,-94.437892,223.731322,124.595924,-300.484562,,270.5916,266.3062,256.0856,2.839723,-11132.302111,0.04954548828734,2.83991,-0.000187,,
,255,POS,231.216804,140.694437,-8.048185,31.320334,2.840724,-31.320334,227.554604,138.466005,-94.441890,218.820364,133.151257,-300.488381,,270.6587,266.3718,256.1476,2.840724,-11132.306185,0.04956295667948,2.84091,-0.000188,,
,256,POS,226.028648,149.734666,-8.076585,33.522833,2.847708,-33.522833,222.446017,147.361321,-94.469767,213.901546,141.700961,-300.515011,,271.1262,266.8288,256.5795,2.847708,-11132.334585,0.04968480487573,2.84790,-0.000194,,
,257,POS,319.850121,5.204885,-11.307161,0.932285,3.667899,-0.932285,314.317172,5.114848,-97.629975,301.121247,4.900112,-303.507394,,319.8925,314.3588,301.1611,3.667899,-11135.565161,0.06398938698025,3.66883,-0.000929,,
,258,POS,314.612103,14.217002,-10.953653,2.587378,3.575020,-2.587378,309.223861,13.973513,-97.285325,296.373059,13.392798,-303.183867,,314.9332,309.5394,296.6755,3.575020,-11135.211653,0.06236993978773,3.57586,-0.000835,,
,259,POS,309.378502,23.237608,-10.625208,4.295455,3.489517,-4.295455,304.128389,22.843269,-96.964833,291.60702,21.902781,-302.882343,,310.2500,304.9851,292.4284,3.489517,-11134.883208,0.06087902603601,3.49027,-0.000752,,
,260,POS,304.147696,32.261157,-10.321578,6.054763,3.411123,-6.054763,299.029642,31.718281,-96.668326,286.823232,30.423539,-302.602823,,305.8539,300.7071,288.4322,3.411123,-11134.579578,0.05951200733712,3.41180,-0.000680,,
,261,POS,298.923722,41.293825,-10.043004,7.865157,3.339723,-7.865157,293.931969,40.604256,-96.396098,282.026782,38.959653,-302.345732,,301.7624,296.7233,284.7050,3.339723,-11134.301004,0.05826687130602,3.34034,-0.000615,,
,262,POS,293.694739,50.321298,-9.788509,9.722581,3.274912,-9.722581,288.824239,49.486793,-96.147248,277.208237,47.496521,-302.110345,,297.9746,293.0331,281.2478,3.274912,-11134.046509,0.05713665052887,3.27547,-0.000561,,
,263,POS,288.474419,59.345236,-9.558944,11.624763,3.216775,-11.624763,283.720134,58.367180,-95.922653,272.3813,56.034544,-301.897602,,294.5154,289.6616,278.0853,3.216775,-11133.816944,0.05612273546241,3.21729,-0.000511,,
,264,POS,283.240527,68.372772,-9.352929,13.571270,3.164854,-13.571270,278.598285,67.252160,-95.721000,267.526672,64.579531,-301.706355,,291.3761,286.6005,275.2109,3.164854,-11133.610929,0.05521720520331,3.16532,-0.000469,,
,265,POS,278.012139,77.388951,-9.171448,15.555361,3.119303,-15.555361,273.477628,76.126700,-95.543289,262.662951,73.116268,-301.537633,,288.5824,283.8755,272.6496,3.119303,-11133.429448,0.05442273528651,3.11973,-0.000431,,
,266,POS,272.809994,86.429959,-9.016376,17.578918,3.080514,-17.578918,268.378626,85.026041,-95.391384,257.809941,81.677736,-301.393282,,286.1738,281.5253,270.4389,3.080514,-11133.274376,0.05374616368940,3.08091,-0.000399,,
,267,POS,267.593405,95.455660,-8.884476,19.632285,3.047612,-19.632285,263.261903,93.910531,-95.262139,252.931395,90.225442,-301.270369,,284.1092,279.5103,268.5422,3.047612,-11133.142476,0.05317226698120,3.04798,-0.000372,,
,268,POS,262.401352,104.508495,-8.778994,21.716269,3.021359,-21.716269,258.165673,102.821520,-95.158755,248.0637,98.798134,-301.171989,,282.4473,277.8881,267.0144,3.021359,-11133.036994,0.05271428910183,3.02171,-0.000348,,
,269,POS,257.211709,113.548234,-8.697715,23.819457,3.001163,-23.819457,253.068648,111.719246,-95.079078,243.187567,107.357161,-301.096131,,281.1602,276.6314,265.8303,3.001163,-11132.955715,0.05236199963579,3.00149,-0.000331,,
,270,POS,252.014008,122.580228,-8.640111,25.938401,2.986867,-25.938401,247.960787,120.608732,-95.022601,238.293971,115.906769,-301.042343,,280.2445,275.7372,264.9875,2.986868,-11132.898111,0.05211262758536,2.98719,-0.000320,,
,271,POS,246.820044,131.619729,-8.607269,28.069301,2.978724,-28.069301,242.853765,129.504663,-94.990399,233.394305,124.460294,-301.011667,,279.7211,275.2261,264.5057,2.978723,-11132.865269,0.05197055790648,2.97904,-0.000312,,
,272,POS,241.633103,140.662841,-8.599280,30.205139,2.976743,-30.205139,237.750986,138.402929,-94.982565,228.492249,133.013104,-301.004204,,279.5936,275.1016,264.3883,2.976743,-11132.857280,0.05193600109906,2.97705,-0.000310,,
,273,POS,236.444935,149.703018,-8.615484,32.339584,2.980760,-32.339584,232.644563,147.296847,-94.998454,223.580787,141.558197,-301.019341,,279.8521,275.3541,264.6263,2.980760,-11132.873484,0.05200608427003,2.98107,-0.000314,,
,274,POS,231.256874,158.743266,-8.656044,34.467144,2.990820,-34.467144,227.535945,156.189083,-95.038223,218.661639,150.097431,-301.057223,,280.4981,275.9848,265.2209,2.990820,-11132.914044,0.05218158583723,2.99114,-0.000323,,
,275,POS,330.318532,5.205216,-12.073034,0.902802,3.872334,-0.902802,324.477605,5.113174,-98.375555,310.547165,4.893656,-304.204573,,330.3595,324.5179,310.5857,3.872334,-11136.331034,0.06755333294155,3.87347,-0.001137,,
,276,POS,325.078996,14.216518,-11.705999,2.504092,3.773798,-2.504092,319.391212,13.967777,-98.018439,305.826011,13.374537,-303.871113,,325.3897,319.6965,306.1183,3.773798,-11135.963999,0.06583564874650,3.77484,-0.001037,,
,277,POS,319.828921,23.235072,-11.363253,4.155149,3.682721,-4.155149,314.287513,22.832498,-97.684634,301.071415,21.872369,-303.558631,,320.6718,315.1158,301.8649,3.682721,-11135.621253,0.06424778845211,3.68366,-0.000943,,
,278,POS,314.595961,32.254673,-11.046598,5.853927,3.599353,-5.853927,309.193875,31.700811,-97.375971,296.310057,30.379868,-303.269032,,316.2451,310.8147,297.8634,3.599352,-11135.304598,0.06279419675698,3.60021,-0.000858,,
,279,POS,309.365682,41.280926,-10.754879,7.600497,3.523185,-7.600497,304.096748,40.577854,-97.091395,291.530493,38.901046,-303.001491,,312.1077,306.7921,294.1145,3.523185,-11135.012879,0.06146607658889,3.52397,-0.000783,,
,280,POS,304.135730,50.314371,-10.487863,9.393587,3.453981,-9.393587,298.994261,49.463797,-96.830736,286.732007,47.435204,-302.755994,,308.2695,303.0581,290.6292,3.453981,-11134.745863,0.06025935000079,3.45470,-0.000718,,
,281,POS,298.912497,59.340436,-10.245747,11.228433,3.391639,-11.228433,293.893051,58.343970,-96.594240,281.921816,55.967428,-302.5329,,304.7457,299.6283,287.4235,3.391639,-11134.503747,0.05917221403622,3.39230,-0.000661,,
,282,POS,293.686595,68.356517,-10.027751,13.102499,3.335827,-13.102499,288.784345,67.215502,-96.381187,277.092621,64.494215,-302.331638,,301.5368,296.5035,284.4993,3.335827,-11134.285751,0.05819895794721,3.33644,-0.000613,,
,283,POS,288.459291,77.376609,-9.834108,15.015598,3.286496,-15.015598,283.669678,76.091839,-96.191847,272.246589,73.027698,-302.152557,,298.6568,293.6979,281.8710,3.286496,-11134.092108,0.05733864628729,3.28707,-0.000569,,
,284,POS,283.236538,86.392020,-9.665035,16.962608,3.243605,-16.962608,278.555176,84.964124,-96.026462,267.390261,81.558633,-301.995967,,296.1191,291.2248,279.5521,3.243605,-11133.923035,0.05659066054564,3.24414,-0.000534,,
,285,POS,278.024213,95.437310,-9.521578,18.945797,3.207341,-18.945797,273.446769,93.866012,-95.886085,262.529696,90.118511,-301.862937,,293.9485,289.1089,277.5665,3.207341,-11133.779578,0.05595819653025,3.20784,-0.000503,,
,286,POS,272.821097,104.465024,-9.402689,20.952178,3.177374,-20.952178,268.343656,102.750582,-95.769715,257.665088,98.661687,-301.752576,,292.1375,287.3430,275.9084,3.177374,-11133.660689,0.05543557526638,3.17785,-0.000480,,
,287,POS,267.630443,113.512587,-9.309372,22.983709,3.153906,-22.983709,263.249159,111.654313,-95.678355,252.799925,107.222382,-301.665882,,290.7080,285.9490,274.5987,3.153906,-11133.567372,0.05502624834879,3.15437,-0.000459,,
,288,POS,262.441442,122.550130,-9.240250,25.030778,3.136552,-25.030778,258.153036,120.547608,-95.610670,247.925311,115.771652,-301.601626,,289.6447,284.9118,273.6239,3.136552,-11133.498250,0.05472358769261,3.13700,-0.000446,,
,289,POS,257.245276,131.585800,-9.194988,27.090599,3.125202,-27.090599,253.046850,129.438226,-95.566344,243.033725,124.316324,-301.559531,,288.9463,284.2305,272.9834,3.125202,-11133.452988,0.05452562428455,3.12564,-0.000436,,
,290,POS,252.057751,140.623250,-9.174607,29.157188,3.120095,-29.157188,247.946222,138.329424,-95.546383,238.140346,132.858717,-301.540573,,288.6313,283.9232,272.6945,3.120095,-11133.432607,0.05443655091500,3.12053,-0.000432,,
,291,POS,246.867458,149.670397,-9.178725,31.227526,3.121127,-31.227526,242.840151,147.228728,-95.550416,233.235141,141.405418,-301.544404,,288.6949,283.9853,272.7529,3.121126,-11133.436725,0.05445452462334,3.12156,-0.000431,,
,292,POS,241.677540,158.713293,-9.207083,33.293511,3.128234,-33.293511,237.731919,156.122144,-95.578190,228.321725,149.942327,-301.570782,,289.1331,284.4127,273.1547,3.128234,-11133.465083,0.05457850900526,3.12867,-0.000439,,
,293,POS,340.797188,5.205575,-12.867597,0.875108,4.089389,-0.875108,334.629357,5.111363,-99.147368,319.919259,4.886671,-304.92213,,340.8369,334.6684,319.9566,4.089389,-11137.125597,0.07133580323303,4.09071,-0.001326,,
,294,POS,335.552207,14.218306,-12.486083,2.426335,3.984515,-2.426335,329.546982,13.963848,-98.777001,315.224695,13.356972,-304.578347,,335.8533,329.8427,315.5076,3.984515,-11136.744083,0.06950849317997,3.98576,-0.001242,,
,295,POS,330.298035,23.224970,-12.129266,4.022144,3.887525,-4.022144,324.447947,22.813620,-98.430235,310.495656,21.832562,-304.255552,,331.1136,325.2490,311.2623,3.887525,-11136.387266,0.06781813845466,3.88868,-0.001153,,
,296,POS,325.054239,32.249735,-11.798497,5.665967,3.798531,-5.665967,319.351757,31.683972,-98.108471,305.751501,30.334644,-303.955265,,326.6501,320.9196,307.2526,3.798531,-11136.056497,0.06626681873335,3.79959,-0.001062,,
,297,POS,319.819860,41.272437,-11.493384,7.353324,3.717195,-7.353324,314.258031,40.554689,-97.811406,300.993229,38.842879,-303.677393,,322.4719,316.8640,303.4892,3.717195,-11135.751384,0.06484883632079,3.71817,-0.000979,,
,298,POS,314.589074,50.294871,-11.213326,9.083283,3.643157,-9.083283,309.161595,49.427154,-97.538523,296.217214,47.357673,-303.421621,,318.5841,313.0877,299.9790,3.643157,-11135.471326,0.06355796884305,3.64406,-0.000903,,
,299,POS,309.371478,59.320811,-10.958902,10.854501,3.576392,-10.854501,304.072208,58.304696,-97.290445,291.433602,55.881291,-303.188679,,315.0074,309.6116,296.7428,3.576392,-11135.216902,0.06239385718726,3.57723,-0.000836,,
,300,POS,304.150100,68.340233,-10.728680,12.663611,3.516373,-12.663611,298.973787,67.177155,-97.065828,286.628431,64.403246,-302.977429,,311.7333,306.4280,293.7748,3.516373,-11134.986680,0.06134730640136,3.51715,-0.000777,,
,301,POS,298.925421,77.362295,-10.522758,14.509867,3.462997,-14.509867,293.867135,76.053203,-96.864810,281.803268,72.931059,-302.78811,,308.7739,303.5490,291.0877,3.462997,-11134.780758,0.06041657187546,3.46372,-0.000727,,
,302,POS,293.676715,86.384136,-10.339693,16.391090,3.415783,-16.391090,288.732388,84.929777,-96.686022,276.940312,81.461173,-302.61952,,306.1180,300.9642,288.6726,3.415783,-11134.597693,0.05959326746423,3.41647,-0.000684,,
,303,POS,288.453718,95.402776,-10.182688,18.301044,3.375464,-18.301044,283.618302,93.803517,-96.532622,272.085972,89.989331,-302.474719,,303.8211,298.7280,286.5813,3.375464,-11134.440688,0.05889017024957,3.37611,-0.000648,,
,304,POS,283.254608,104.435641,-10.051900,20.238871,3.341995,-20.238871,278.523362,102.691236,-96.404794,267.239477,98.530881,-302.353952,,301.8940,296.8514,284.8250,3.341995,-11134.309900,0.05830652269051,3.34261,-0.000618,,
,305,POS,278.057515,113.471479,-9.945668,22.199701,3.314888,-22.199701,273.426552,111.581647,-96.300938,262.38184,107.07445,-302.255762,,300.3194,295.3177,283.3887,3.314888,-11134.203668,0.05783379504693,3.31548,-0.000594,,
,306,POS,272.870897,122.512376,-9.864567,24.178917,3.294240,-24.178917,268.336356,120.476478,-96.221635,257.521609,115.62092,-302.180744,,299.1117,294.1411,282.2863,3.294240,-11134.122567,0.05747371800266,3.29482,-0.000577,,
,307,POS,267.682215,131.551279,-9.807628,26.171612,3.279767,-26.171612,263.240788,129.368559,-96.165948,252.648111,124.162833,-302.128045,,298.2608,293.3120,281.5093,3.279767,-11134.065628,0.05722131015700,3.28033,-0.000564,,
,308,POS,262.490887,140.589317,-9.774842,28.173366,3.271442,-28.173366,258.139474,138.258713,-96.133880,247.761479,132.700291,-302.097691,,297.7697,292.8335,281.0607,3.271442,-11134.032842,0.05707611329456,3.27200,-0.000557,,
,309,POS,257.291318,149.636802,-9.766236,30.181646,3.269258,-30.181646,253.027096,147.156794,-96.125463,242.857051,141.242048,-302.089722,,297.6407,292.7078,280.9428,3.269258,-11134.024236,0.05703803171501,3.26981,-0.000555,,
,310,POS,252.099270,158.687269,-9.782557,32.188914,3.273400,-32.188914,247.919246,156.056098,-96.141426,237.950011,149.780829,-302.104834,,297.8854,292.9462,281.1663,3.273400,-11134.040557,0.05711028907399,3.27396,-0.000560,,
,311,POS,246.917324,167.729911,-9.823532,34.188105,3.283808,-34.188105,242.818658,164.945705,-96.181503,233.043459,158.305453,-302.142768,,298.4987,293.5438,281.7266,3.283808,-11134.081532,0.05729177324491,3.28438,-0.000567,,
,312,POS,351.280618,5.205963,-13.691992,0.849059,4.320331,-0.849059,344.765066,5.109403,-99.946200,329.225663,4.87911,-305.659991,,351.3192,344.8029,329.2618,4.320331,-11137.949992,0.07535746827746,4.32176,-0.001431,,
,313,POS,346.034733,14.214559,-13.295560,2.352297,4.208522,-2.352297,339.692147,13.954016,-99.562320,324.565261,13.332627,-305.306047,,346.3266,339.9786,324.8390,4.208522,-11137.553560,0.07341086914071,4.20992,-0.001398,,
,314,POS,340.778866,23.232078,-12.924261,3.900018,4.105071,-3.900018,334.601040,22.810915,-99.202341,319.867104,21.806451,-304.973068,,341.5699,335.3777,320.6096,4.105071,-11137.182261,0.07160903261877,4.10641,-0.001339,,
,315,POS,335.530289,32.234896,-12.579013,5.487649,4.009947,-5.487649,329.509097,31.656431,-98.867255,315.148727,30.276809,-304.662217,,337.0752,331.0262,316.5998,4.009947,-11136.837013,0.06995169209825,4.01121,-0.001266,,
,316,POS,330.285806,41.261496,-12.259553,7.120878,3.922819,-7.120878,324.413758,40.527920,-98.556893,310.409093,38.778365,-304.373555,,332.8532,326.9355,312.8219,3.922819,-11136.517553,0.06843329595059,3.92401,-0.001187,,
,317,POS,325.050884,50.288478,-11.965927,8.794482,3.843470,-8.794482,319.320879,49.401992,-98.271380,305.654983,47.287747,-304.107391,,328.9179,323.1198,309.2913,3.843470,-11136.223927,0.06705020010432,3.84458,-0.001108,,
,318,POS,319.828324,59.302608,-11.697953,10.504491,3.771649,-10.504491,314.233700,58.265252,-98.010606,300.890684,55.791189,-303.863789,,325.2798,319.5898,306.0194,3.771649,-11135.955953,0.06579819434946,3.77268,-0.001035,,
,319,POS,314.601034,68.336209,-11.454655,12.255153,3.706922,-12.255153,309.136002,67.149119,-97.773681,296.10206,64.317946,-303.642063,,321.9373,316.3449,303.0070,3.706922,-11135.712655,0.06466972390477,3.70789,-0.000968,,
,320,POS,309.373021,77.352030,-11.235694,14.037773,3.649049,-14.037773,304.032148,76.016660,-97.560324,291.294323,72.831842,-303.442074,,318.8965,313.3913,300.2613,3.649049,-11135.493694,0.06366070188157,3.64996,-0.000909,,
,321,FIF,304.144678,86.373300,-11.041361,15.853886,3.597980,-15.853886,298.922828,84.890359,-97.370864,286.468866,81.353589,-303.264235,,316.1714,310.7430,297.7966,3.597980,-11135.299361,0.06277028465547,3.59884,-0.000858,,
,322,POS,298.918599,95.390299,-10.871596,17.698818,3.553588,-17.698818,293.810920,93.760347,-97.205279,281.629255,89.872958,-303.108619,,313.7700,308.4086,295.6217,3.553588,-11135.129596,0.06199621645339,3.55440,-0.000813,,
